policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MF,Prefer,28, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,4,"['Star Trek: First Contact (1996)', 'Star Trek: The Wrath of Khan (1982)', 'Planet of the Apes (1968)', 'Blade Runner (1982)']","['Star Trek: First Contact', 'Star Trek: The Wrath of Khan', 'Planet of the Apes', 'Blade Runner']","[4, 5, 4, 5]","['I enjoyed the blend of action and time travel, making it an engaging watch.', 'The thrilling storyline and character dynamics captivated me completely.', 'The intriguing premise and adventure kept me entertained throughout.', 'The dystopian setting and complex narrative left a lasting impression on me.']","['Star Trek: First Contact (1996)', 'Star Trek: The Wrath of Khan (1982)']"
MF,Prefer,29, Classic Comedy Lover|  80s Nostalgia Enthusiast,가끔봄,균형형,취향형,1,"['Beetlejuice (1988)', 'Fish Called Wanda, A (1988)', 'Killing Fields, The (1984)', 'Muppet Movie, The (1979)']","['Beetlejuice', 'Fish Called Wanda', 'Muppet Movie']","[4, 5, 4]","['I found it delightfully bizarre and entertaining.  ', 'It was hilariously chaotic and thoroughly enjoyable.  ', 'It was a fun and whimsical adventure that brought a smile to my face.  ']","['Fish Called Wanda, A (1988)']"
MF,Prefer,30, Action-packed|  Historical and Epic,가끔봄,동조형,취향형,1,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Braveheart (1995)', 'Fugitive, The (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Star Wars: Episode VI - Return of the Jedi', 'Braveheart', 'Fugitive, The', 'Star Wars: Episode V - The Empire Strikes Back']","[5, 5, 4, 5]","['An exhilarating conclusion to the trilogy that left me thrilled.  ', 'A powerful and moving story that resonated deeply with me.  ', 'A gripping tale that kept me on the edge of my seat.  ', 'A masterful blend of action and character development that captivated me.']",['Braveheart (1995)']
MF,Prefer,30, Action-packed|  Historical and Epic,가끔봄,동조형,취향형,2,"['Jurassic Park (1993)', 'Lethal Weapon (1987)', 'Mission: Impossible (1996)', 'Matrix, The (1999)']","['Jurassic Park', 'Lethal Weapon', 'Mission: Impossible', 'Matrix, The']","[5, 4, 4, 5]","['The thrilling adventure and intense sequences left me exhilarated.', 'The action and chemistry between the characters kept me engaged throughout.', 'The suspenseful plot twists and action sequences were captivating.', 'The thought-provoking storyline combined with thrilling action made it a remarkable experience.']",['Jurassic Park (1993)']
MF,Prefer,30, Action-packed|  Historical and Epic,가끔봄,동조형,취향형,3,"['Rock, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Speed (1994)', 'Die Hard (1988)']","['The Rock', 'Indiana Jones and the Last Crusade', 'Die Hard']","[4, 5, 5]","['Enjoyed the intense action and clever plot twists.  ', 'Thrilled by the adventurous spirit and historical context.  ', 'Loved the high-stakes action and memorable characters.  ']",[]
MF,Prefer,30, Action-packed|  Historical and Epic,가끔봄,동조형,취향형,4,"['Fifth Element, The (1997)', 'X-Men (2000)', 'Batman (1989)', 'Aliens (1986)']","['Fifth Element, The', 'X-Men', 'Aliens']","[4, 4, 5]","['Enjoyed the unique blend of action and humor in a sci-fi setting.  ', 'Thrilling and engaging, with great character dynamics and action.  ', 'Intense and gripping, exceeded my expectations with its thrilling sequences.  ']",[]
MF,Prefer,31, I enjoy a mix of classic and modern films with a focus on action and adventure.|  I have a soft spot for animated and family-friendly movies with a touch of nostalgia.,자주봄,균형형,탐험형,1,"[""Bug's Life, A (1998)"", 'Sixth Sense, The (1999)', 'Toy Story 2 (1999)', 'Runaway Bride (1999)']","[""Bug's Life, A (1998)"", 'Toy Story 2 (1999)']","[5, 5]","['I found it delightful and engaging, truly a classic animated film.  ', 'It was an exciting adventure that resonated with my love for animated stories.  ']","[""Bug's Life, A (1998)"", 'Sixth Sense, The (1999)']"
MF,Prefer,31, I enjoy a mix of classic and modern films with a focus on action and adventure.|  I have a soft spot for animated and family-friendly movies with a touch of nostalgia.,자주봄,균형형,탐험형,2,"['Austin Powers: The Spy Who Shagged Me (1999)', 'Galaxy Quest (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rushmore (1998)']","['Galaxy Quest', 'Star Wars: Episode VI - Return of the Jedi']","[4, 5]","['It was a delightful blend of humor and adventure that kept me entertained throughout.', 'A timeless classic that delivered an epic conclusion to the saga, leaving me in awe.']","['Austin Powers: The Spy Who Shagged Me (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rushmore (1998)']"
MF,Prefer,31, I enjoy a mix of classic and modern films with a focus on action and adventure.|  I have a soft spot for animated and family-friendly movies with a touch of nostalgia.,자주봄,균형형,탐험형,3,"['Exorcist, The (1973)', 'Office Space (1999)', 'Being John Malkovich (1999)', 'South Park: Bigger, Longer and Uncut (1999)']","['Office Space (1999)', 'South Park: Bigger, Longer and Uncut (1999)']","[4, 5]","['I found it relatable and amusing, capturing the absurdity of corporate life.  ', 'It was hilariously outrageous and cleverly satirical, exceeding my expectations.  ']","['Being John Malkovich (1999)', 'South Park: Bigger, Longer and Uncut (1999)']"
MF,Prefer,31, I enjoy a mix of classic and modern films with a focus on action and adventure.|  I have a soft spot for animated and family-friendly movies with a touch of nostalgia.,자주봄,균형형,탐험형,4,"['Doctor Dolittle (1998)', 'Prince of Egypt, The (1998)', 'Entrapment (1999)', 'Stir of Echoes (1999)']","['Doctor Dolittle (1998)', 'Prince of Egypt, The (1998)']","[4, 5]","['I enjoyed the whimsical adventure and humor, making it a delightful watch.', 'The animation and powerful story resonated deeply with me, making it a memorable experience.']",['Doctor Dolittle (1998)']
MF,Prefer,32, Historical Drama Enthusiast|  Thriller and Suspense Lover,가끔봄,균형형,균형형,1,"['Mystery Men (1999)', 'Bone Collector, The (1999)', 'Beach, The (2000)', 'Stir of Echoes (1999)']","['Bone Collector, The (1999)', 'Stir of Echoes (1999)']","[4, 5]","['The gripping storyline kept me on the edge of my seat, making it a memorable watch.', 'The psychological depth and haunting atmosphere left a lasting impression, truly captivating my interest.']",['Mystery Men (1999)']
MF,Prefer,33, Comedy enthusiast|  Romantic movie lover,가끔봄,균형형,취향형,1,"['Matrix, The (1999)', ""You've Got Mail (1998)"", 'Shawshank Redemption, The (1994)', 'Aladdin (1992)']","[""You've Got Mail"", 'Aladdin']","[5, 4]","['I found it delightful and heartwarming, perfectly capturing the essence of a romantic comedy.', 'It was a fun and adventurous experience, filled with humor and charm.']",['Aladdin (1992)']
MF,Prefer,34, Action and Adventure|  Comedy and Family,가끔봄,균형형,탐험형,1,"['Matrix, The (1999)', 'American Beauty (1999)', 'Terminator 2: Judgment Day (1991)', 'Sixth Sense, The (1999)']","['Matrix, The', 'Terminator 2: Judgment Day', 'Sixth Sense, The']","[5, 4, 4]","['An exhilarating experience that redefined my view on reality.  ', 'A thrilling ride with impressive action and storytelling.  ', 'A captivating and suspenseful journey that kept me guessing.  ']","['Matrix, The (1999)', 'Terminator 2: Judgment Day (1991)']"
MF,Prefer,35, Thrilling and suspenseful|  Heartfelt and emotional,자주봄,독립형,취향형,1,"['High Fidelity (2000)', 'Patriot, The (2000)', 'Babe (1995)', 'October Sky (1999)']",['High Fidelity'],[4],"['I found it relatable and engaging, resonating with my own experiences in love.  ']",['October Sky (1999)']
MF,Prefer,36, Action-packed|  Thriller/Suspense,자주봄,독립형,취향형,1,"['Lethal Weapon 3 (1992)', 'Air Force One (1997)', 'Face/Off (1997)', 'Die Hard 2 (1990)']","['Lethal Weapon 3', 'Air Force One', 'Face/Off', 'Die Hard 2']","[4, 5, 4, 4]","['I found it entertaining and engaging with great chemistry between the leads.', ""I was thrilled by the intense action and the president's bravery."", 'The concept was unique and kept me on the edge of my seat.', 'It delivered the action and suspense I was looking for, making it a solid sequel.']",['Lethal Weapon 3 (1992)']
MF,Prefer,36, Action-packed|  Thriller/Suspense,자주봄,독립형,취향형,2,"['Mission: Impossible (1996)', 'Total Recall (1990)', 'Braveheart (1995)', 'X-Men (2000)']","['Mission: Impossible (1996)', 'Total Recall (1990)', 'Braveheart (1995)', 'X-Men (2000)']","[4, 5, 4, 4]","['I found it thrilling and engaging with great action sequences.', 'It captivated me with its mind-bending plot and intense action.', 'The epic story and battle scenes resonated deeply with me.', 'I enjoyed the superhero dynamics and action-packed moments.']",['Mission: Impossible (1996)']
MF,Prefer,36, Action-packed|  Thriller/Suspense,자주봄,독립형,취향형,3,"['Crow, The (1994)', 'Outbreak (1995)', 'Clear and Present Danger (1994)', 'Eraser (1996)']","['Crow, The (1994)', 'Clear and Present Danger (1994)', 'Eraser (1996)']","[4, 4, 4]","['I found it to be a gripping and visually captivating tale of revenge.  ', 'It was an engaging espionage thriller with a compelling storyline.  ', 'The action sequences were thrilling and kept me on the edge of my seat.  ']","['Crow, The (1994)', 'Outbreak (1995)', 'Clear and Present Danger (1994)']"
MF,Prefer,36, Action-packed|  Thriller/Suspense,자주봄,독립형,취향형,4,"['Waterworld (1995)', 'Predator 2 (1990)', 'Saint, The (1997)', 'Siege, The (1998)']","['Waterworld (1995)', 'Predator 2 (1990)', 'Saint, The (1997)', 'Siege, The (1998)']","[4, 4, 4, 4]","['I enjoyed the thrilling adventure and unique setting.  ', 'The suspense and action kept me engaged throughout.  ', 'I appreciated the blend of superhero elements and moral dilemmas.  ', 'The intense narrative and character struggles were compelling.  ']","['Waterworld (1995)', 'Saint, The (1997)']"
MF,Prefer,37, Action and Thriller|  Sci-Fi and Fantasy,가끔봄,독립형,취향형,1,"['Terminator 2: Judgment Day (1991)', 'High Fidelity (2000)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Matrix, The (1999)']","['Terminator 2: Judgment Day', 'Star Wars: Episode VI - Return of the Jedi', 'Matrix, The']","[5, 4, 5]","['An exhilarating experience that kept me on the edge of my seat.', 'A captivating adventure that beautifully concluded the saga.', 'A mind-bending journey that challenged my perception of reality.']",[]
MF,Prefer,37, Action and Thriller|  Sci-Fi and Fantasy,가끔봄,독립형,취향형,2,"['Men in Black (1997)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Almost Famous (2000)']","['Men in Black (1997)', 'Star Wars: Episode IV - A New Hope (1977)']","[4, 5]","['I enjoyed the blend of humor and action, making it an entertaining watch.  ', ""This film's epic storytelling and thrilling adventure left a lasting impression on me.  ""]",[]
MF,Prefer,38, Classic Film Enthusiast|  Comedy Lover,많이봄,균형형,탐험형,1,"['Godfather: Part II, The (1974)', 'Monty Python and the Holy Grail (1974)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Princess Bride, The (1987)']","['Godfather: Part II, The (1974)', 'Monty Python and the Holy Grail (1974)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Princess Bride, The (1987)']","[5, 5, 5, 5]","['A masterful exploration of family dynamics and power that left a lasting impression.', 'Hilarious and absurd, it was a delightful experience that had me laughing throughout.', 'An epic adventure that captivated me with its thrilling storyline and memorable characters.', 'A charming and whimsical tale that warmed my heart and made me smile.']","['Monty Python and the Holy Grail (1974)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']"
MF,Prefer,38, Classic Film Enthusiast|  Comedy Lover,많이봄,균형형,탐험형,2,"['L.A. Confidential (1997)', 'When Harry Met Sally... (1989)', 'GoodFellas (1990)', 'Life Is Beautiful (La Vita ï¿½ bella) (1997)']","['L.A. Confidential (1997)', 'When Harry Met Sally... (1989)', 'GoodFellas (1990)', 'Life Is Beautiful (La Vita è bella) (1997)']","[5, 4, 5, 5]","['The gripping narrative and complex characters kept me on the edge of my seat.  ', 'It was a delightful exploration of love and friendship that made me smile.  ', 'The intense portrayal of mob life was both captivating and thought-provoking.  ', 'The blend of humor and tragedy created a deeply moving experience.']","['When Harry Met Sally... (1989)', 'Life Is Beautiful (La Vita ï¿½ bella) (1997)']"
MF,Prefer,38, Classic Film Enthusiast|  Comedy Lover,많이봄,균형형,탐험형,3,"['Star Wars: Episode IV - A New Hope (1977)', 'Christmas Story, A (1983)', 'Raiders of the Lost Ark (1981)', 'Say Anything... (1989)']","['Star Wars: Episode IV - A New Hope (1977)', 'Christmas Story, A (1983)', 'Raiders of the Lost Ark (1981)']","[5, 4, 5]","['A thrilling and nostalgic journey through the galaxy that left me captivated.', 'A delightful and humorous holiday tale that warmed my heart.', 'An exhilarating adventure that kept me on the edge of my seat from start to finish.']","['Christmas Story, A (1983)', 'Raiders of the Lost Ark (1981)']"
MF,Prefer,38, Classic Film Enthusiast|  Comedy Lover,많이봄,균형형,탐험형,4,"[""Ferris Bueller's Day Off (1986)"", 'Bull Durham (1988)', 'English Patient, The (1996)', 'Wizard of Oz, The (1939)']","[""Ferris Bueller's Day Off (1986)"", 'Wizard of Oz, The (1939)']","[5, 5]","[""I thoroughly enjoyed the humor and charm of Ferris's adventures.  "", 'The magical journey and memorable characters made it a delightful experience.  ']","[""Ferris Bueller's Day Off (1986)"", 'Bull Durham (1988)', 'Wizard of Oz, The (1939)']"
MF,Prefer,39," I enjoy a mix of action, comedy, and drama movies.|  I appreciate classic and mystery films.",가끔봄,균형형,균형형,1,"['Abyss, The (1989)', 'Civil Action, A (1998)', 'Double Jeopardy (1999)', 'Gladiator (2000)']","['Double Jeopardy', 'Gladiator']","[4, 5]","['I found the suspense gripping and the revenge plot satisfying.', 'The epic storytelling and intense performances left me thoroughly impressed.']","['Civil Action, A (1998)', 'Gladiator (2000)']"
MF,Prefer,40, Action and Thriller|  Mystery and Crime,가끔봄,균형형,균형형,1,"['American Beauty (1999)', 'Sixth Sense, The (1999)', 'Terminator 2: Judgment Day (1991)', 'Gladiator (2000)']","['Terminator 2: Judgment Day', 'Gladiator']","[5, 4]","['An exhilarating experience that kept me on the edge of my seat!', 'A powerful story with intense action, though slightly slower in parts.']","['American Beauty (1999)', 'Gladiator (2000)']"
MF,Prefer,41, Classic Musical Lover|  Romantic Drama Enthusiast,가끔봄,균형형,취향형,1,"[""Schindler's List (1993)"", 'Psycho (1960)', 'Casablanca (1942)', ""Breakfast at Tiffany's (1961)""]","[""Schindler's List"", 'Casablanca']","[5, 4]","['The film left me profoundly moved by its powerful depiction of humanity and sacrifice.', ""I enjoyed the romantic tension and historical context, though it didn't resonate as deeply as Schindler's List.""]",[]
